Vilnius, https://cityofmercy.lt/wp-content/uploads/2017/12/Vilnius_skaidre2.jpg
Calgary, https://unsplash.com/photos/a-city-street-with-tall-buildings-in-the-background-e3E7EZp-9OE
Chicago, https://unsplash.com/photos/white-and-brown-city-buildings-during-daytime-Nyvq2juw4_o
New York, https://unsplash.com/photos/high-rise-buildings-city-scape-photography-wpU4veNGnHg
Los Angeles, https://unsplash.com/photos/aerial-view-of-cityscape-at-night-aOLc2ENmTzo

